Date : 2021-08-03 12:12:56
Directory : /Users/ganneyd/SofwareDev/flutter/grow-2021/lib
Total : 140 files,  6831 codes, 1155 comments, 1094 blanks, all 9080 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| features/grow/presentation/child/pages/goals/view                                                                                     |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/home                                                                                           |          6 |        646 |         40 |         60 |        746 |
| features/grow/presentation/child/pages/home/cubit                                                                                     |          3 |        205 |         23 |         40 |        268 |
| features/grow/presentation/child/pages/home/view                                                                                      |          3 |        441 |         17 |         20 |        478 |
| features/grow/presentation/child/pages/leaderboard                                                                                    |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/leaderboard/view                                                                               |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/profile                                                                                        |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/profile/view                                                                                   |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/routes                                                                                         |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/routes/view                                                                                    |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/run                                                                                            |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/run/view                                                                                       |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/shop                                                                                           |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/shop/view                                                                                      |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/sign_up                                                                                        |          8 |        593 |        105 |         77 |        775 |
| features/grow/presentation/child/pages/sign_up/cubit                                                                                  |          3 |        417 |         70 |         61 |        548 |
| features/grow/presentation/child/pages/sign_up/view                                                                                   |          5 |        176 |         35 |         16 |        227 |
| features/grow/presentation/child/pages/statistics                                                                                     |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/pages/statistics/view                                                                                |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/child/widgets                                                                                              |          4 |        179 |         31 |         18 |        228 |
| features/grow/presentation/child/widgets/form_group                                                                                   |          1 |         32 |         17 |          4 |         53 |
| features/grow/presentation/child/widgets/form_widget                                                                                  |          3 |        147 |         14 |         14 |        175 |
| features/grow/presentation/pages                                                                                                      |          8 |        291 |         38 |         53 |        382 |
| features/grow/presentation/pages/advertisement                                                                                        |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/pages/advertisement/view                                                                                   |          1 |          0 |          0 |          1 |          1 |
| features/grow/presentation/pages/login                                                                                                |          6 |        279 |         36 |         49 |        364 |
| features/grow/presentation/pages/login/cubit                                                                                          |          3 |        163 |         23 |         39 |        225 |
| features/grow/presentation/pages/login/view                                                                                           |          1 |         55 |          5 |          4 |         64 |
| features/grow/presentation/pages/login/widgets                                                                                        |          2 |         61 |          8 |          6 |         75 |
| features/grow/presentation/pages/login/widgets/form_group                                                                             |          1 |          8 |          5 |          3 |         16 |
| features/grow/presentation/pages/login/widgets/form_widget                                                                            |          1 |         53 |          3 |          3 |         59 |
| features/grow/presentation/parent                                                                                                     |          4 |        241 |         26 |         42 |        309 |
| features/grow/presentation/parent/pages                                                                                               |          4 |        241 |         26 |         42 |        309 |
| features/grow/presentation/parent/pages/home                                                                                          |          4 |        241 |         26 |         42 |        309 |
| features/grow/presentation/parent/pages/home/cubit                                                                                    |          3 |        188 |         22 |         37 |        247 |
| features/grow/presentation/parent/pages/home/view                                                                                     |          1 |         53 |          4 |          5 |         62 |
| features/grow/presentation/utils                                                                                                      |          2 |          6 |          4 |          7 |         17 |
| features/grow/presentation/widgets                                                                                                    |         11 |        377 |        166 |         90 |        633 |
| features/grow/presentation/widgets/buttons                                                                                            |          1 |         64 |          7 |          4 |         75 |
| features/grow/presentation/widgets/form_group                                                                                         |          2 |         12 |          5 |          4 |         21 |
| features/grow/presentation/widgets/form_inputs                                                                                        |          4 |        163 |         23 |         22 |        208 |
+---------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                              | language | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/app.dart                                                                              | Dart     |         76 |          5 |          7 |         88 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/error/exceptions.dart                                                            | Dart     |          6 |         11 |          6 |         23 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/error/failures.dart                                                              | Dart     |         54 |         43 |         14 |        111 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/usecases/usecases.dart                                                           | Dart     |         10 |          0 |          4 |         14 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/authentication.dart                                                         | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/clothing_util.dart                                                          | Dart     |          1 |          4 |          2 |          7 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/gender.dart                                                                 | Dart     |          5 |          6 |          3 |         14 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/goal_util.dart                                                              | Dart     |         12 |         16 |          9 |         37 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/privilege_util.dart                                                         | Dart     |         22 |         16 |          2 |         40 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/school_util.dart                                                            | Dart     |          5 |          7 |          3 |         15 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/trophy_util.dart                                                            | Dart     |          1 |          6 |          2 |          9 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/user_type_util.dart                                                         | Dart     |          9 |          1 |          1 |         11 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/core/util/util.dart                                                                   | Dart     |          7 |          0 |          1 |          8 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/datasources/datasources.dart                                       | Dart     |          2 |          1 |          2 |          5 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/datasources/local/local_datasource.dart                            | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/datasources/remote/firebase/grow_remote_datasource.dart            | Dart     |        141 |         44 |         17 |        202 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/admin/admin_model.dart                                      | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/background/background_model.dart                            | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/child/child_model.dart                                      | Dart     |         68 |         14 |          7 |         89 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/child/child_model.freezed.dart                              | Dart     |        341 |         14 |         32 |        387 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/child/child_model.g.dart                                    | Dart     |         68 |          4 |          9 |         81 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/clothing/clothing_model.dart                                | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/goal/goal_model.dart                                        | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/models_bucket.dart                                          | Dart     |          9 |          0 |          1 |         10 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/parent/parent_model.dart                                    | Dart     |         31 |         14 |          4 |         49 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/parent/parent_model.freezed.dart                            | Dart     |        291 |         14 |         32 |        337 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/parent/parent_model.g.dart                                  | Dart     |         68 |          4 |          9 |         81 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/route/route_model.dart                                      | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/school/school_model.dart                                    | Dart     |         29 |          5 |          5 |         39 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/school/school_model.freezed.dart                            | Dart     |        278 |         14 |         31 |        323 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/school/school_model.g.dart                                  | Dart     |         62 |          4 |          9 |         75 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/trophy/trophy_model.dart                                    | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/user/user_model.dart                                        | Dart     |         11 |          6 |          3 |         20 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/models/user/user_model.freezed.dart                                | Dart     |        173 |         14 |         27 |        214 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/repositories/authentication_repository.dart                        | Dart     |        186 |         20 |         22 |        228 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/repositories/child_repository.dart                                 | Dart     |         96 |         20 |         14 |        130 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/repositories/grow_repository.dart                                  | Dart     |         35 |         10 |          6 |         51 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/repositories/parent_repository.dart                                | Dart     |         85 |         17 |         11 |        113 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/data/repositories/repository_mixins.dart                                | Dart     |         18 |          7 |          3 |         28 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/admin/admin_entity.dart                                 | Dart     |         10 |          6 |          5 |         21 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/background/background_entity.dart                       | Dart     |         17 |          1 |          4 |         22 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/background/background_entity.freezed.dart               | Dart     |        225 |         14 |         28 |        267 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/child/child_entity.dart                                 | Dart     |         23 |         11 |         11 |         45 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/clothing/clothing_entity.dart                           | Dart     |         14 |          1 |          2 |         17 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/clothing/clothing_entity.freezed.dart                   | Dart     |        224 |         14 |         28 |        266 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/entities_bucket.dart                                    | Dart     |         11 |          0 |          1 |         12 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/entity.dart                                             | Dart     |         14 |          4 |          4 |         22 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/goal/goal_entity.dart                                   | Dart     |         17 |          2 |          3 |         22 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/goal/goal_entity.freezed.dart                           | Dart     |        273 |         14 |         28 |        315 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/parent/parent_entity.dart                               | Dart     |         18 |          9 |          9 |         36 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/route/route_entity.dart                                 | Dart     |         13 |          2 |          2 |         17 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/route/route_entity.freezed.dart                         | Dart     |        194 |         14 |         28 |        236 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/school/school_entity.dart                               | Dart     |         17 |          7 |          7 |         31 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/trophy/trophy_entity.dart                               | Dart     |         19 |          2 |          7 |         28 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/trophy/trophy_entity.freezed.dart                       | Dart     |        239 |         14 |         32 |        285 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/trophy/trophy_entity.g.dart                             | Dart     |         62 |          4 |          9 |         75 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/entities/user/user_entity.dart                                   | Dart     |         26 |         19 |         12 |         57 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/repositories/authentication_repository.dart                      | Dart     |         24 |         31 |         10 |         65 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/repositories/child_repository.dart                               | Dart     |         12 |         15 |          7 |         34 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/repositories/grow_repository.dart                                | Dart     |         10 |          5 |          2 |         17 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/repositories/parent_repository.dart                              | Dart     |         10 |         13 |          6 |         29 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/authentication/authenticate_user.dart                   | Dart     |         28 |          8 |          8 |         44 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/authentication/get_authenitcated_user.dart              | Dart     |         19 |          2 |          3 |         24 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/disable_child_acc.dart                            | Dart     |         24 |          8 |          7 |         39 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/edit_child.dart                                   | Dart     |         21 |          7 |          6 |         34 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/enable_child_acc.dart                             | Dart     |         25 |          8 |          7 |         40 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/get_children.dart                                 | Dart     |         21 |          7 |          6 |         34 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/get_children_by_id.dart                           | Dart     |         23 |          8 |          8 |         39 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/get_children_by_school.dart                       | Dart     |         24 |         10 |          8 |         42 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/get_current_child_user.dart                       | Dart     |         31 |          4 |          4 |         39 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/register_new_child_user.dart                      | Dart     |         52 |         14 |         11 |         77 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/child/sign_up_new_child_user.dart                       | Dart     |         59 |         11 |          7 |         77 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/mixins.dart                                             | Dart     |         24 |          0 |          3 |         27 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/parent/disable_parent_account.dart                      | Dart     |         20 |          7 |          7 |         34 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/parent/edit_parent.dart                                 | Dart     |         21 |          7 |          6 |         34 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/parent/enable_parent_account.dart                       | Dart     |         22 |          7 |          7 |         36 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/parent/get_parent_by_id.dart                            | Dart     |         23 |          8 |          6 |         37 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/parent/get_parents.dart                                 | Dart     |         21 |          5 |          5 |         31 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/parent/register_new_parent_user.dart                    | Dart     |         44 |         10 |          8 |         62 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/parent/sign_up_new_parent.dart                          | Dart     |         43 |          8 |          9 |         60 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/school/get_schools.dart                                 | Dart     |         14 |          3 |          4 |         21 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/user_login.dart                                         | Dart     |         22 |          6 |          8 |         36 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/domain/usecases/user_sign_out.dart                                      | Dart     |         19 |          4 |          5 |         28 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/bloc/authentication_bloc.dart                              | Dart     |         56 |          9 |          9 |         74 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/bloc/authentication_event.dart                             | Dart     |         13 |          6 |          6 |         25 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/bloc/authentication_state.dart                             | Dart     |         38 |         19 |         18 |         75 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/goals/view/goals_page.dart                     | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/home/cubit/home_cubit.dart                     | Dart     |         31 |          3 |          5 |         39 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/home/cubit/home_state.dart                     | Dart     |         16 |          6 |          5 |         27 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/home/cubit/home_state.freezed.dart             | Dart     |        158 |         14 |         30 |        202 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/home/view/drawer.dart                          | Dart     |        138 |          3 |          5 |        146 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/home/view/home_page.dart                       | Dart     |        170 |          7 |          6 |        183 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/home/view/home_page_buttons.dart               | Dart     |        133 |          7 |          9 |        149 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/leaderboard/view/leaderboard_page.dart         | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/profile/view/profile_page.dart                 | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/routes/view/routes_page.dart                   | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/run/view/run_page.dart                         | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/shop/view/shop_page.dart                       | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/cubit/child_sign_up_cubit.dart         | Dart     |        106 |         34 |         12 |        152 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/cubit/child_sign_up_state.dart         | Dart     |         44 |         22 |         19 |         85 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/cubit/child_sign_up_state.freezed.dart | Dart     |        267 |         14 |         30 |        311 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body.dart                 | Dart     |         67 |         31 |          7 |        105 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body_loaded.dart          | Dart     |         73 |          1 |          2 |         76 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body_loading.dart         | Dart     |          1 |          0 |          1 |          2 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_body_submitting.dart      | Dart     |          1 |          0 |          1 |          2 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/sign_up/view/sign_up_page.dart                 | Dart     |         34 |          3 |          5 |         42 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/pages/statistics/view/statistics_page.dart           | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/views_bucket.dart                                    | Dart     |          8 |          0 |          1 |          9 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_group/sign_up_form_group.dart           | Dart     |         32 |         17 |          4 |         53 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_widget/form_widget_1.dart               | Dart     |         55 |          5 |          5 |         65 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_widget/form_widget_2.dart               | Dart     |         48 |          5 |          5 |         58 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/child/widgets/form_widget/form_widget_3.dart               | Dart     |         44 |          4 |          4 |         52 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/advertisement/view/advertisement_page.dart           | Dart     |          0 |          0 |          1 |          1 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/cubit/login_cubit.dart                         | Dart     |         23 |          3 |          5 |         31 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/cubit/login_state.dart                         | Dart     |         15 |          6 |          7 |         28 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/cubit/login_state.freezed.dart                 | Dart     |        125 |         14 |         27 |        166 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/view/login_page.dart                           | Dart     |         55 |          5 |          4 |         64 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/widgets/form_group/login_form_group.dart       | Dart     |          8 |          5 |          3 |         16 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/login/widgets/form_widget/form_widget_1.dart         | Dart     |         53 |          3 |          3 |         59 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/pages/splash_page.dart                                     | Dart     |         12 |          2 |          3 |         17 |
| /Users/ganneyd/SofwareDev/flutter/grow-2021/lib/features/grow/presentation/parent/pages/home/cubit/home_cubit.dart                    | Dart     |         12 |          2 |          2 |         16 |
